id_client,age,sexe,anciennete_mois,type_forfait,qualite_reseau,service_client,rapport_qualite_prix,couverture_reseau,satisfaction_globale,score_nps,intention_depart
795,52,Femme,85,Prépayé Plus,5,3.0,5,5,5,10,0
796,25,Femme,33,Prépayé Basic,4,4.0,5,4,4,6,0
797,43,Homme,48,Postpayé Standard,3,3.0,2,3,3,5,0
798,54,Femme,17,Prépayé Basic,4,3.0,3,4,4,8,0
799,20,Femme,38,Postpayé Standard,4,3.0,4,5,3,5,0
800,42,Femme,6,Prépayé Basic,2,4.0,2,4,3,8,0
801,37,Femme,25,Prépayé Plus,3,2.0,2,1,2,5,1
802,64,Femme,76,Prépayé Basic,3,4.0,3,3,3,7,0
803,30,Homme,78,Postpayé Standard,3,4.0,4,5,5,8,0
804,40,Homme,21,Postpayé Standard,1,1.0,2,2,2,4,1
805,22,Homme,41,Postpayé Premium,2,2.0,2,2,2,3,1
806,40,Homme,71,Prépayé Basic,4,2.0,2,1,2,5,1
807,38,Femme,33,Prépayé Basic,3,4.0,3,4,3,6,0
808,60,Homme,8,Postpayé Premium,5,4.0,5,4,4,6,0
809,64,Femme,48,Prépayé Basic,5,5.0,5,5,5,10,0
810,59,Femme,5,Prépayé Basic,4,4.0,5,4,4,8,0
811,36,Homme,80,Postpayé Premium,2,3.0,4,4,2,2,1
812,40,Homme,38,Prépayé Basic,3,3.0,2,3,2,3,1
813,61,Homme,75,Prépayé Basic,3,3.0,4,5,3,7,1
814,26,Homme,92,Prépayé Basic,3,4.0,3,3,3,4,0
815,19,Homme,30,Postpayé Standard,3,3.0,3,3,3,7,0
816,52,Homme,5,Postpayé Premium,2,3.0,2,2,3,4,1
817,23,Homme,91,Postpayé Standard,3,4.0,3,4,4,6,0
818,31,Femme,59,Prépayé Plus,4,4.0,4,5,4,7,0
819,37,Homme,20,Postpayé Standard,3,3.0,2,2,3,6,0
820,52,Homme,22,Postpayé Standard,4,4.0,4,5,5,8,0
821,33,Femme,13,Prépayé Plus,2,2.0,2,2,2,3,1
822,60,Homme,49,Prépayé Basic,3,3.0,4,2,3,6,0
823,38,Femme,72,Postpayé Standard,4,4.0,5,5,4,7,0
824,47,Femme,44,Prépayé Basic,4,4.0,3,4,4,8,0
825,27,Femme,12,Prépayé Plus,2,2.0,1,1,2,3,1
826,22,Homme,33,Prépayé Basic,4,4.0,3,5,4,8,0
827,58,Femme,1,Prépayé Plus,5,5.0,5,5,5,10,0
828,20,Homme,58,Prépayé Basic,3,2.0,3,2,3,6,0
829,60,Femme,26,Prépayé Basic,4,4.0,4,5,4,8,0
830,29,Femme,51,Prépayé Plus,3,3.0,3,3,3,7,0
831,38,Homme,52,Prépayé Plus,3,4.0,5,4,3,5,1
832,62,Homme,13,Prépayé Plus,5,5.0,5,5,5,9,0
833,21,Homme,10,Prépayé Basic,4,3.0,4,5,4,8,0
834,48,Homme,68,Prépayé Plus,4,4.0,3,3,4,7,0
835,48,Femme,90,Prépayé Plus,3,3.0,4,4,4,7,0
836,29,Homme,61,Prépayé Basic,5,4.0,3,5,4,6,0
837,31,Homme,23,Prépayé Basic,5,5.0,4,5,5,9,0
838,59,Homme,41,Postpayé Premium,1,1.0,2,2,1,2,1
839,29,Homme,4,Prépayé Plus,1,1.0,1,2,1,3,1
840,45,Homme,42,Prépayé Plus,3,3.0,4,2,3,6,0
841,57,Homme,77,Postpayé Standard,4,3.0,3,4,3,8,1
842,64,Homme,44,Postpayé Standard,3,3.0,3,2,3,5,0
843,37,Femme,70,Postpayé Standard,5,4.0,4,3,4,6,0
844,21,Homme,28,Postpayé Standard,2,1.0,3,1,2,4,1
845,32,Homme,18,Prépayé Basic,4,3.0,3,2,3,4,0
846,32,Homme,76,Postpayé Standard,5,5.0,4,5,5,9,0
847,28,Homme,5,Prépayé Basic,3,3.0,3,4,4,9,0
848,64,Homme,4,Postpayé Standard,4,4.0,3,4,4,8,0
849,30,Homme,25,Prépayé Plus,1,3.0,3,1,2,6,1
850,61,Homme,72,Prépayé Plus,3,5.0,5,4,4,8,0
